title,description,category,url,image,provider,datePublished,sentiment
Here are the latest news and big news stories to follow today,"Union Home Minister Amit Shah will review on Monday (October 7, 2024) the security situation of the Naxal-affected states with the Chief Ministers of eight states hit by the menace. The CMs of Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Telangana, Odisha, Maharashtra and Madhya Pradesh will attend the meeting.",World,https://www.thehindu.com/newsletter/the-morning-brew/here-are-the-latest-news-and-big-news-stories-to-follow-today/article68726063.ece,https://www.bing.com/th?id=OVFT.raIQgz223yV6-yHz2KcZ4C&pid=News,The Hindu,06-Oct-24,neutral
"Is Malik Nabers playing this week? Latest news, injury updates on Giants WR's status for Week 6 vs. Bengals","Nabers suffered a concussion against the Cowboys on Thursday Night Football in Week 4, making it now two weeks since the injury.",Sports,https://www.msn.com/en-us/sports/nfl/is-malik-nabers-playing-this-week-latest-news-injury-updates-on-giants-wrs-status-for-week-6-vs-bengals/ar-AA1s6QTD,https://www.bing.com/th?id=OVFT.yIZOv_sIc9nyemXXK-AmmS&pid=News,Sporting News on MSN.com,11-Oct-24,negative
New Poll Delivers Even More Bad News For Harris Weeks Out From Election,"Former President Donald Trump is outperforming Vice President Kamala Harris among Hispanic male voters, according to an AP/NORC poll released",Politics,https://ijr.com/new-poll-delivers-even-more-bad-news-for-harris-weeks-out-from-election/,https://www.bing.com/th?id=OVFT.5VyaAP3GKd8y3K-xHvvs-C&pid=News,IJR,11-Oct-24,neutral
Trump to attend Fox News town hall with all-female audience,"Former President Trump will participate in a Fox News town hall with exclusively female voters next week, seeking to broaden his appeal to a group he has consistently struggled to win over. The event will be taped Tuesday in Cumming,",Politics,https://www.msn.com/en-us/news/politics/trump-to-attend-fox-news-town-hall-with-all-female-audience/ar-AA1s6xjZ,https://www.bing.com/th?id=OVFT.kSD8mKwS_uBroVZIshv9MC&pid=News,The Hill on MSN.com,11-Oct-24,neutral
'New world order'? Putin and Pezeshkian meet in person for first time in Ashgabat,"Moscow and Tehran signed a $1.7 billion deal for Iran to export drones to Russia after Putin sent troops into Ukraine in 2022, and the U.S. also believes it has transferred short-range ballistic missiles.",World,https://www.msn.com/en-us/news/world/new-world-order-putin-and-pezeshkian-meet-in-person-for-first-time-in-ashgabat/ar-AA1s7q9R,https://www.bing.com/th?id=OVFT.LxhkpFlXfOUnvR9aCeK-ti&pid=News,Euronews on MSN.com,12-Oct-24,neutral
AMD Launches New AI Chip to Take on Nvidia,"AMD has announced that its new MI325X chip, set for release in Q4 this year, is expected to surpass the performance of Nvidia’s current H200 AI chips.",ScienceAndTechnology,https://www.techopedia.com/news/amd-launches-new-ai-chip-to-take-on-nvidia,https://www.bing.com/th?id=OVFT.ahmqLLHUiPH0YA6Pjjh9MS&pid=News,Techopedia,11-Oct-24,neutral
Kevin Costner Releases New Song to Benefit Hurricane Victims and Provide 'Refuge' amid Ongoing Storms,"Proceeds for Costner's song with Modern West, ""Find Your Way,"" will go entirely to disaster relief fund Hope Force International",Entertainment,https://www.msn.com/en-us/music/celebrity/kevin-costner-releases-new-song-to-benefit-hurricane-victims-and-provide-refuge-amid-ongoing-storms/ar-AA1s78mD,https://www.bing.com/th?id=OVFT.W9uswLFwFcv21_X6vTVbCS&pid=News,People on MSN.com,11-Oct-24,negative
'When we meet' - Jurgen Klopp's former player slams ex-Liverpool boss over new job decision,"Red Bull appointing Jurgen Klopp as their new head of football has caused controversy in Germany, especially among supporters of his former club, Borussia Dortmund",Sports,https://www.msn.com/en-gb/news/newsliverpool/when-we-meet-jurgen-klopps-former-player-slams-ex-liverpool-boss-over-new-job-decision/ar-AA1s77Xe,https://www.bing.com/th?id=OVFT.9luAeF-HXcQLuWd-kqvlsi&pid=News,Liverpool Echo on MSN.com,11-Oct-24,neutral
Madison County Schools breaks ground on new intermediate school,Madison County School System officials said the new school will be on McKee Road and we serve the communities of Harvest and Toney.,LifeStyle,https://www.msn.com/en-us/news/us/madison-county-schools-breaks-ground-on-new-intermediate-school/ar-AA1s7d42,https://www.bing.com/th?id=OVFT.IpPMLMjl5yzaSXw8vaABxi&pid=News,Huntsville-Decatur WAFF on MSN.com,11-Oct-24,neutral
Tata Trusts confirms appointment of Noel Naval Tata as its new chairman,"Tata Trusts, in an official statement, confirmed the appointment of Noel Naval Tata as its new chairman after the demise of Ratan Tata, who served as esteemed chairman of Tata Group for decades and Chairman of the trust.",Business,https://theprint.in/economy/tata-trusts-confirms-appointment-of-noel-naval-tata-as-its-new-chairman/2307807/,https://www.bing.com/th?id=OVFT.GARgrXRF_uVzb1tFGikrfi&pid=News,ThePrint,11-Oct-24,neutral
We tried the new Coca-Cola Oreo Zero Sugar Slurpee: Here’s what we thought,When I first heard about the limited edition Coca-Cola Zero Sugar Oreo products — both the soda and the cookies – I thought it sounded like a good idea. It’s a combination of two things I like — Coca-Cola and Oreos.,LifeStyle,https://www.pennlive.com/business/2024/10/we-tried-the-new-coca-cola-oreo-zero-sugar-slurpee-heres-what-we-thought.html,https://www.bing.com/th?id=OVFT.OjoXGlrVjz0ui-aqs8_vYy&pid=News,Penn Live,11-Oct-24,positive
Kamala Harris Already Capitalizing on Trump’s Detroit-Bashing with New Campaign Ad,"The campaign of Vice President Kamala Harris has already cut a new ad featuring former President Donald Trump bashing Detroit. Speaking in the Motor City on Thursday, Trump claimed that if Harris wins,",Politics,https://www.msn.com/en-us/news/politics/kamala-harris-already-capitalizing-on-trump-s-detroit-bashing-with-new-campaign-ad/ar-AA1s79Ts,https://www.bing.com/th?id=OVFT._jlZXMC3M3B8uyDX4MfS8y&pid=News,Mediaite on MSN.com,11-Oct-24,neutral
Former Maybank CEO Amirsham Is Alliance Bank's New Chairman,"KUALA LUMPUR, OCT 11 (Bernama) -- Alliance Bank Malaysia Bhd has appointed Tan Sri Amirsham Abdul Aziz as its new chairman. Deputy chairman Ernest Wong Yuen Weng said the appointment, effective October 10, augurs well for the future of Alliance Bank.",Business,https://www.bernama.com/en/news.php?id=2350638,https://www.bing.com/th?id=OVFT.kW7OdfQHfxIjpSueYkjOLi&pid=News,bernama,11-Oct-24,neutral
"Dussehra 2024 Holiday: Schools Closed in Delhi, UP, Telangana, AP and Other States, Check Latest Updates","Schools in various states such as UP, Delhi, AP, Telangana, and others will remain closed on Dussehra aka Vijayadashami. Check latest news here.",LifeStyle,https://www.jagranjosh.com/news/dussehra-2024-school-holidays-list-up-delhi-telangana-ap-and-others-schools-closed-on-oct-12-check-latest-news-174555,https://www.bing.com/th?id=OVFT.KBnvp2fBj3DYX2MDYERS5y&pid=News,jagranjosh.com,11-Oct-24,neutral
"Latest entertainment News, Live Updates Today October 11, 2024: Adam Brody, Kristen Bell's Nobody Wants This renewed for season 2 by Netflix","Welcome to the live updates platform for Hindustan Times. Follow the major news updates, headlines and breaking news stories from the world of entertainment right here. See the latest developments in Bollywood,",Entertainment,https://www.msn.com/en-in/entertainment/other/latest-entertainment-news-live-updates-today-october-11-2024-adam-brody-kristen-bell-s-nobody-wants-this-renewed-for-season-2-by-netflix/ar-AA1s3oiY,https://www.bing.com/th?id=OVFT.73bGEeWghGdolbLbqjS_ri&pid=News,MSN,11-Oct-24,neutral
Will Russell Wilson play in Week 6? Latest news on Steelers starting QB situation,"With quarterback Russell Wilson healthy, the Pittsburgh Steelers had a decision to make this week between he and Justin Fields. Here's the latest on Pittsburgh starting quarterback situation and Wilson's status for Week 6.",Sports,https://www.sportingnews.com/us/nfl/pittsburgh-steelers/news/will-russell-wilson-play-week-6-news-steelers-starting-qb/546d514c8147dc402228ddcf,https://www.bing.com/th?id=OVFT.R2pyDoiGEsXMGehGQdB6Yi&pid=News,Sporting News,11-Oct-24,neutral
Harris campaign deploying Walz in new push for male voters in swing states,"Minnesota Gov. Tim Walz on Friday kicks off new push to reach male voters in swing states, Vice President Kamala Harris' campaign confirmed to ABC News. As part of the push, the campaign is highlighting ABC's Michael Strahan exclusive interview with Walz that aired on ""Good Morning America"" Friday morning.",Politics,https://www.msn.com/en-us/news/politics/harris-campaign-deploying-walz-in-new-push-for-male-voters-in-swing-states/ar-AA1s6tFz,https://www.bing.com/th?id=OVFT.0hHKCf0cMT-Js8GUhInHgi&pid=News,ABC News on MSN.com,11-Oct-24,neutral
Colorful launches new Z890 Motherboards for Intel Core Ultra 200 processors,"Colorful revealed seven different Z890 motherboard models, ranging from high-end options for performance enthusiasts to more affordable versions for mainstream users. Flagship models include the iGame Z890 Vulcan X/W,",ScienceAndTechnology,https://www.firstpost.com/tech/colorful-launches-new-z890-motherboards-for-intel-core-ultra-200-processors-13824635.html,https://www.bing.com/th?id=OVFT.SLG1DyuQ2jJCuRvXBypmyy&pid=News,Firstpost,11-Oct-24,neutral
Kamala Harris dines at Phoenix's most exclusive Mexican restaurant on latest campaign stop,"On a visit to promote early voting in the 2024 election, Kamala Harris visited a downtown Phoenix restaurant with a James Beard Award-winning chef.",LifeStyle,https://www.msn.com/en-us/travel/news/kamala-harris-dines-at-phoenix-s-most-exclusive-mexican-restaurant-on-latest-campaign-stop/ar-AA1s7CZs,https://www.bing.com/th?id=OVFT.aI3RBVOXXIcFxEikGhITCC&pid=News,Arizona Republic on MSN.com,12-Oct-24,neutral
NFL News: Dallas Cowboys lose star player with injury for blockbuster game against Lions,"Micah Parsons has been officially ruled out for the game between the Dallas Cowboys and the Detroit Lions as he couldn’t recover from an ankle injury. However, after the bye week, the linebacker should be ready to face the San Francisco 49ers.",Sports,https://bolavip.com/en/nfl/nfl-news-dallas-cowboys-lose-star-player-with-injury-for-blockbuster-game-against-lions,https://www.bing.com/th?id=OVFT.mAR49cuWSOSEDkBX3RPn2y&pid=News,bolavip,11-Oct-24,negative
‘NCIS’: Katrina Law Teases Why Knight’s Not Completely Happy With Her New Job,"Something tells us that Knight won’t be able to stay away from the team for long. Let’s hope that heart-to-heart with Parker helps bring her back where she belongs, to D.C.—or reveals something about that mysterious Lily.",Entertainment,https://www.msn.com/en-us/tv/news/ncis-katrina-law-teases-why-knight-s-not-completely-happy-with-her-new-job/ar-AA1s6upW,https://www.bing.com/th?id=OVFT.Zthq5VLdh6jnnQiFDyhGNS&pid=News,TV Insider on MSN.com,11-Oct-24,neutral
WA scientists respond to Mt. Adams earthquake activity with three new stations,"MOUNT ADAMS, Wash. - Scientists have installed three new temporary seismic stations at Mount Adams following unusual earthquake activity back in September. Mount Adams only has one nearby permanent monitoring station. The new installments will allow ...",ScienceAndTechnology,https://www.aol.com/news/wa-scientists-respond-mt-adams-204351857.html,https://www.bing.com/th?id=OVFT.c1Mqj4WXDmDU9qR_uGIkdC&pid=News,AOL,11-Oct-24,neutral
PWD allocates 6 Flag Staff Road as new residence for CM Atishi,"On Friday, the Aam Aadmi Party (AAP) shared pictures of Atishi signing documents at her home in Kalkaji, with her belongings packed in cartons. This update follows the party's claim that she was ""forcibly vacated"" from the 6 Flag Staff Road bungalow in the capital.",India,https://www.msn.com/en-in/money/topstories/pwd-allocates-6-flag-staff-road-as-new-residence-for-cm-atishi/ar-AA1s6mZy,https://www.bing.com/th?id=OVFT.LixiQlmF8i35bxgmzArzrS&pid=News,Business Today on MSN.com,11-Oct-24,neutral
Ex-Lightning Forward Thriving With New Team,"This former Tampa Bay Lightning forward is performing well with his new club. During the off-season, Cole Koepke signed a one-year contract with the Boston Bruins, officially ending his time with the Tampa Bay Lightning.",Sports,https://www.msn.com/en-us/sports/other/ex-lightning-forward-thriving-with-new-team/ar-AA1s7ezS,https://www.bing.com/th?id=OVFT.-AZVBXxdi77rvv4gYYszwS&pid=News,The Hockey News on MSN.com,11-Oct-24,positive
"REET 2025: Rajasthan Board introduces new format and negative marking, exam in January",The Rajasthan Board of Secondary Education (RBSE) has announced that the Rajasthan Eligibility for Teacher Education (REET) Level 2 exam will take place in January 2025.,Business,https://www.moneycontrol.com/education/reet-2025-rajasthan-board-introduces-new-format-and-negative-marking-exam-in-january-article-12840100.html,https://www.bing.com/th?id=OVFT.oOlY0zL-YQVwxfUEN-QQiS&pid=News,moneycontrol.com,11-Oct-24,neutral
"From fufu to tacos, here's the latest food and restaurant news in the Wilmington area","It’s a celebration of some of the diverse flavors this area has to offer in this week’s food and restaurant news. I got to try some truly unique ugusi soup, and some of the other specialties at the African Caribbean Market in Wilmington.",LifeStyle,https://www.msn.com/en-us/foodanddrink/foodnews/from-fufu-to-tacos-here-s-the-latest-food-and-restaurant-news-in-the-wilmington-area/ar-AA1s6r72,https://www.bing.com/th?id=OVFT.UG7wHOUqFF-O2O2g0BECES&pid=News,MSN,11-Oct-24,positive
Jio introduces new ISD minute packs starting at Rs 39,"Jio introduces new affordable ISD packs for prepaid and postpaid subscribers. Starting at Rs 39, these packs offer ISD minutes for many countries and have a 7-Day validity. Here are all the details you need to know.",ScienceAndTechnology,https://www.indiatvnews.com/technology/news/jio-introduces-new-isd-minute-packs-starting-at-rs-39-2024-10-11-956644,https://www.bing.com/th?id=OVFT.1LJIFxtw4GecIeTguuKh7y&pid=News,India TV,11-Oct-24,neutral
Rooted In | Celebrating a new generation of West Ham United supporters,"West Ham United today launches a new fan featured content series, Rooted In, which in our inaugural edition, to celebrate Black History Month, highlights a collective of West Ham supporting young Black creatives — featuring award-winning music producers,",LifeStyle,https://www.whufc.com/news/rooted-celebrating-new-generation-west-ham-united-supporters,https://www.bing.com/th?id=OVFT.3cVwjpBpjc4uqO1qHT1zGC&pid=News,West Ham United F.C.,11-Oct-24,neutral
Donald Trump just let some major news about one of his children slip: ‘That’s nice’,"The father to be? Michael Boulous, whom Tiffany married at Mar a Lago in Palm Beach in November 2022. He also got a shout-out, with Trump calling the 27 year old “a very exceptional young guy.” His father, Lebanese businessman Massad Boulous, was at Thursday’s event.",LifeStyle,https://www.miamiherald.com/miami-com/miami-com-news/article293825494.html,https://www.bing.com/th?id=OVFT.7zIvX1abTdua6I3rKJpaJi&pid=News,Miami Herald,11-Oct-24,positive
"Nvidia's stock surge, Uber picks up ChatGPT, and AMD's new chips: AI news roundup","Demand for artificial intelligence products sent Nvidia and Super Micro stocks surging this week. Meanwhile, fellow chipmaker AMD launched new AI chips as it eyes a $500 billion market for data center AI accelerators by 2028.",ScienceAndTechnology,https://www.yahoo.com/tech/nvidias-stock-surge-uber-picks-090000360.html,https://www.bing.com/th?id=OVFT.OKSqzVpShIO75aXWQZizpy&pid=News,Yahoo,11-Oct-24,neutral
"AFL trade news, rumours, whispers: Geelong, Western Bulldogs urged to avoid Bailey Smith going to national draft, deal, latest",The Cats and Western Bulldogs have been urged to avoid Bailey Smith being walked to the national draft as they haggle over a deal for the gun midfielder.,Sports,https://www.foxsports.com.au/afl/department-of-trade/afl-trade-news-rumours-whispers-geelong-western-bulldogs-urged-to-avoid-bailey-smith-going-to-national-draft-deal-latest/news-story/b7f0fa6c6128fafbe55f9a869a7bfe91,https://www.bing.com/th?id=OVFT.IxPFquH0UYU8BEtSKl-ErS&pid=News,Fox Sports,11-Oct-24,neutral
Trump to attend Fox News town hall with all-female audience,"Former President Trump will participate in a Fox News town hall with exclusively women voters next week, seeking to broaden his appeal to a group he has consistently struggled to win over. The",Politics,https://www.msn.com/en-us/news/other/trump-to-attend-fox-news-town-hall-with-all-female-audience/ar-AA1s6xjZ,https://www.bing.com/th?id=OVFT.WzXYfcsjH3vdQ4FyqY3YnS&pid=News,The Hill on MSN.com,11-Oct-24,neutral
"New OTT releases this weekend: Netflix, Prime Video, Disney+ Hotstar highlights","Whether you are looking for suspenseful thrillers, nostalgic dramas, or supernatural tales, there is plenty to explore across different streaming services",Entertainment,https://www.msn.com/en-in/money/other/new-ott-releases-this-weekend-netflix-prime-video-disney-hotstar-highlights/ar-AA1s5j2U,https://www.bing.com/th?id=OVFT.MFQmWl9VTy9Y4b3irdSQKi&pid=News,Business Today on MSN.com,11-Oct-24,neutral
"Meet Noel Tata, the new chairman of Tata Trusts who will carry forward Ratan Tata's legacy","Noel Tata joined the board of the Sir Ratan Tata Trust, one of the key trusts with substantial influence over Tata Sons and the Tata Group, in 2019.",Business,https://www.moneycontrol.com/news/business/who-is-noel-tata-the-new-chairman-of-tata-trusts-12840238.html,https://www.bing.com/th?id=OVFT.bf8rDVJuaIZrzyiuRjbKKC&pid=News,moneycontrol.com,11-Oct-24,neutral
Hezbollah forges new command for crucial ground war after heavy Israeli blows,"Hezbollah is preparing for a long war of attrition in south Lebanon, after Israel wiped out its top leadership, with a new military command directing rocket fire and the ground conflict, two sources familiar with its operations said.",World,https://www.reuters.com/world/middle-east/after-heavy-israeli-blows-hezbollah-forges-new-command-crucial-ground-war-2024-10-11/,https://www.bing.com/th?id=OVFT.buXbrz-_pWdM_axKo68Scy&pid=News,Reuters,11-Oct-24,negative
"Trump unveils new trade, tax deduction plans in meandering Detroit speech",Donald Trump addressed the Detroit Economic Club in a winding speech that lasted nearly two hours on Thursday.,Politics,https://www.usatoday.com/story/news/politics/elections/2024/10/10/trump-says-hell-make-auto-loan-interest-tax-deductible/75606184007/,https://www.bing.com/th?id=OVFT.UCbUxD5mzM0cNn7Wq3f-rS&pid=News,USA Today,11-Oct-24,neutral
Inside the Knicks’ strategy and maneuvering to bring Karl-Anthony Towns to New York,"The weekend before the preseason began, New York agreed to its second colossal transaction of the summer, sending Julius Randle and Donte DiVincenzo to the Minnesota Timberwolves for Towns, a man the Knicks had kept in the corner of their sightline for years. But the trade hardly ended with those three people.",Sports,https://www.nytimes.com/athletic/5834911/2024/10/11/karl-anthony-towns-trade-how-it-happened/,https://www.bing.com/th?id=OVFT.6j8AIR67iLeU2QJ1zJRH_y&pid=News,The New York Times,11-Oct-24,negative
Elon Musk unveils Tesla 'Cybercab': A fully autonomous robotaxi without steering wheels or pedals,"Tesla unveils the futuristic “Cybercab,” a fully autonomous vehicle without steering wheels or pedals, highlighting its vision for the future of driverless transport.",Business,https://www.msn.com/en-in/money/topstories/elon-musk-unveils-tesla-cybercab-a-fully-autonomous-robotaxi-without-steering-wheels-or-pedals/ar-AA1s44AL,https://www.bing.com/th?id=OVFT.hkgay1EJT2j6n7RMf38uKS&pid=News,Business Today on MSN.com,11-Oct-24,neutral
40 artists show their work at new Autumn exhibition,"The talent pool of artists associated with Welland Valley Art Society continues to expand, so visitors to the current exhibition at Stamford Arts Centre can be assured of seeing a great variety of paintings,",Entertainment,https://www.msn.com/en-gb/travel/tripideas/40-artists-show-their-work-at-new-autumn-exhibition/ar-AA1s4Sll,https://www.bing.com/th?id=OVFT.2-QuYlQByseOEFoNzA1JVy&pid=News,Peterborough Telegraph on MSN.com,11-Oct-24,positive
ITV unveils chilling new 'true' crime drama of one woman's 'astonishing will to survive',The upcoming four-part crime drama Until I Kill You will see Anna Maxwell Martin and Shaun Evans star in the lead roles as Delia Balmer and John Sweeney.,Entertainment,https://www.msn.com/en-gb/news/other/itv-unveils-chilling-new-true-crime-drama-of-one-woman-s-astonishing-will-to-survive/ar-AA1s5qL1,https://www.bing.com/th?id=OVFT.iUfqE88zi23A1osePdBLKC&pid=News,Liverpool Echo on MSN.com,11-Oct-24,neutral
Giants News: Malik Nabers Game Status For SNF Determined,"When the New York Giants take the field against the Cincinnati Bengals this weekend for Sunday Night Football, they will do so without star rookie wide receiver Malik Nabers. Nabers has been in the concussion protocol this week and hasn't been able to be cleared in time for the game.",Sports,https://www.msn.com/en-us/sports/motorsports/giants-news-malik-nabers-game-status-for-snf-determined/ar-AA1s6QrQ,https://www.bing.com/th?id=OVFT.B4H6T-VM83m9QDfpOxF8ui&pid=News,Newsweek on MSN.com,11-Oct-24,negative
The latest on the 2024 presidential campaign,"With less than a month until Election Day, former President Donald Trump and Vice President Kamala Harris are racing to make their final pitches to voters as the battle for the White House remains exceedingly tight.",Politics,https://www.cnn.com/politics/live-news/trump-harris-election-10-11-24/index.html,https://www.bing.com/th?id=OVFT.fbh8j5fYvXJ24KkqUZDr8i&pid=News,CNN,11-Oct-24,neutral
Middle East latest: Fear and chaos as Lebanese pack suitcases and flee site of deadly Israeli strike,"The Israeli military has fired at a peacekeeper observation post in Lebanon, a UN source has told Reuters - the second such attack in two days. And in Beirut, rescuers are searching for survivors after Israeli strikes killed at least 22.",World,https://news.sky.com/story/israel-hezbollah-lebanon-beirut-un-tank-iran-gaza-hamas-latest-sky-news-live-12978800?postid=8424862,https://www.bing.com/th?id=OVFT.Hx04Mf-cUQHbN0utPThjIS&pid=News,Sky,11-Oct-24,negative
New Method Reads QR Codes On Uneven Surfaces,"Sometimes, we try to capture a QR code with a good digital camera on a smartphone, but the reading eventually fails. This usually happens when the QR",ScienceAndTechnology,https://www.miragenews.com/new-method-reads-qr-codes-on-uneven-surfaces-1335330/,https://www.bing.com/th?id=OVFT.ynOTpYBFhYdMBhPQ-bJgzC&pid=News,Armed robbery in Revesby,11-Oct-24,negative
Why Kamala Harris won’t appear on Fox News,"Without watching the vice president face scrutiny on screen, voters must find other ways to decide whether to back her on Nov 5",World,https://www.telegraph.co.uk/us/politics/2024/10/11/why-kamala-harris-wont-do-fox-news/,https://www.bing.com/th?id=OVFT.BCL0oVkqBULB33aHmktXVS&pid=News,The Daily Telegraph,11-Oct-24,neutral
"After Helene created a news blackout, here’s what my Asheville neighbors and I did","When the power went out in their Asheville homes, Susanne Paola Antonetta and her neighbors talked, shared supplies and posted signs with updates — all in person.",LifeStyle,https://www.msn.com/en-us/news/us/how-i-connected-without-tech-in-my-asheville-neighborhood-after-helene/ar-AA1s6sGe,https://www.bing.com/th?id=OVFT.JyWo9JdVtGcSlGMGSVapIy&pid=News,CNN on MSN.com,11-Oct-24,neutral
Former Sunderland manager lands shock new role at Newcastle United as young duo aim to impress,The latest news from Sunderland as the Black Cats look to continue an impressive run of form after the international break.,Sports,https://www.msn.com/en-gb/sport/football/former-sunderland-manager-lands-shock-new-role-at-newcastle-united-as-young-duo-aim-to-impress/ar-AA1s6yNe,https://www.bing.com/th?id=OVFT.HzLAqnITO6qbNwixHxSBHi&pid=News,Sunderland Echo on MSN.com,11-Oct-24,positive
What Sandro Tonali loved in passing latest comeback 'challenge',"Newcastle United midfielder Sandro Tonali says Italy were 'having fun' in the first half of their Nations League clash with Belgium, as the £55m star continued his comeback.",Sports,https://www.msn.com/en-gb/sport/football/what-sandro-tonali-loved-in-passing-latest-comeback-challenge/ar-AA1s5zEL,https://www.bing.com/th?id=OVFT.4_ul4ZCu9J9GmsBFJQ4WqS&pid=News,Chronicle Live on MSN.com,11-Oct-24,positive
South Park Meals on Wheels program back up and running in new location,"The space was previously being rented out by a church, but that agreement came to an end last week. Now, the Meals on Wheels Program will officially call the lower floor of the hall home. It's a perfect space, according to Mason and her volunteers, because there are no stairs.",LifeStyle,https://www.msn.com/en-us/video/other/south-park-meals-on-wheels-program-back-up-and-running-in-new-location/ar-AA1s7nHI,https://www.bing.com/th?id=OVFT.zrVabv4I3qvr_Gp0NcqI7S&pid=News,WTAE-TV on MSN.com,12-Oct-24,neutral
Red Dead Redemption’s $50 PC price tag could be bad news for GTA 6,"Red Dead Redemption is finally coming to PC, but the price tag could be another indicator that GTA 6 will cost more than traditional titles.",ScienceAndTechnology,https://www.dexerto.com/gta/red-dead-redemptions-50-pc-price-tag-could-be-bad-news-for-gta-6-2926389/,https://www.bing.com/th?id=OVFT.7Zrx-9G19Iykv0ytAhKZMi&pid=News,Dexerto,11-Oct-24,neutral
"Is Malik Nabers playing this week? Latest news, injury updates on Giants WR's status for Week 6 vs. Bengals","Nabers suffered a concussion against the Cowboys on Thursday Night Football in Week 4, making it now two weeks since the injury.",Sports,https://www.msn.com/en-us/sports/nfl/is-malik-nabers-playing-this-week-latest-news-injury-updates-on-giants-wr-s-status-for-week-6-vs-bengals/ar-AA1s6QTD,https://www.bing.com/th?id=OVFT.eVSoLa5tYp2E19R2eOGpCi&pid=News,MSN,11-Oct-24,negative
The Latest: Hurricanes have jumbled campaign schedules for Harris and Trump,Back-to-back hurricanes have jumbled the presidential campaign schedules of Democrat Kamala Harris and Republican Donald Trump,Politics,https://www.msn.com/en-us/news/politics/the-latest-hurricanes-have-jumbled-campaign-schedules-for-harris-and-trump/ar-AA1s6AFz,https://www.bing.com/th?id=OVFT.UJyorffWz26SSNZNtzUOKy&pid=News,The Associated Press on MSN.com,11-Oct-24,neutral
"Arsenal injury update: Bukayo Saka, Kai Havertz and Martin Odegaard latest news and return dates","Bukayo Saka, Kai Havertz and Martin Odegaard latest news and return dates - Gunners are once again sweating on the fitness of key players amid another damaging international break",Sports,https://www.msn.com/en-gb/sport/football/arsenal-injury-update-bukayo-saka-kai-havertz-and-martin-odegaard-latest-news-and-return-dates/ar-AA1s5mjj,https://www.bing.com/th?id=OVFT.N8njso3y-xLXcFqy7-f3NS&pid=News,Evening Standard on MSN.com,11-Oct-24,negative
